employee_id,department,position,salary,tenure,performance_rating,satisfaction_score,overtime_hours,projects_completed,training_hours,recruitment_source,hire_date,attrition,current_date,tenure_months
219,Sales,Junior,55755,0,2,3.765664230052608,3,9,18,Agency,2015-08-07,1,2025-10-24 13:32:02.888212,124
220,HR,Junior,60988,2,1,2.0470044005379298,8,8,21,Website,2015-08-08,1,2025-10-24 13:32:02.888212,124
221,Operations,Manager,98431,2,4,3.4969629479900726,6,7,23,Referral,2015-08-09,0,2025-10-24 13:32:02.888212,124
222,Finance,Manager,113033,7,3,4.317540600569498,5,6,24,Campus,2015-08-10,0,2025-10-24 13:32:02.888212,124
223,Engineering,Director,43140,0,3,1.7613479003801902,1,10,19,Campus,2015-08-11,0,2025-10-24 13:32:02.888212,124
224,Engineering,Junior,90651,1,5,4.668882367299451,3,8,13,Website,2015-08-12,0,2025-10-24 13:32:02.888212,124
225,Marketing,Junior,56681,3,4,3.214234130649432,2,7,10,Referral,2015-08-13,0,2025-10-24 13:32:02.888212,124
226,Operations,Director,57458,1,2,2.1969280172042422,7,6,19,Website,2015-08-14,0,2025-10-24 13:32:02.888212,124
227,Sales,Senior,87265,4,3,2.723433101529083,2,6,18,Website,2015-08-15,0,2025-10-24 13:32:02.888212,124
228,Finance,Senior,49302,3,3,2.248767535145552,2,11,16,Website,2015-08-16,0,2025-10-24 13:32:02.888212,124
229,HR,Senior,86765,2,4,3.9004446397332644,8,7,24,Campus,2015-08-17,0,2025-10-24 13:32:02.888212,124
230,Sales,Director,93252,14,4,4.185202653660529,3,5,14,Website,2015-08-18,0,2025-10-24 13:32:02.888212,124
231,Operations,Junior,64186,5,3,4.331749569274644,6,11,16,Campus,2015-08-19,0,2025-10-24 13:32:02.888212,123
232,HR,Director,108176,0,3,4.943072998342965,6,9,25,LinkedIn,2015-08-20,0,2025-10-24 13:32:02.888212,123
233,Marketing,Director,43179,4,4,4.165137169986734,2,4,16,Referral,2015-08-21,0,2025-10-24 13:32:02.888212,123
234,Marketing,Senior,108635,7,1,3.4055362827542535,5,8,21,LinkedIn,2015-08-22,0,2025-10-24 13:32:02.888212,123
235,Engineering,Mid-Level,26400,6,2,2.356881193567135,2,4,19,Website,2015-08-23,0,2025-10-24 13:32:02.888212,123
236,Operations,Junior,142492,0,3,3.1783817948429975,2,9,21,Campus,2015-08-24,0,2025-10-24 13:32:02.888212,123
237,Finance,Senior,64844,17,1,1.1642726911616217,5,9,24,Referral,2015-08-25,0,2025-10-24 13:32:02.888212,123
238,HR,Mid-Level,45942,2,2,3.9793003021196522,4,4,21,Agency,2015-08-26,0,2025-10-24 13:32:02.888212,123
239,Sales,Mid-Level,69183,0,4,2.783822180368407,3,9,13,Referral,2015-08-27,0,2025-10-24 13:32:02.888212,123
240,Operations,Manager,48838,0,5,1.0800929189287505,5,8,13,Referral,2015-08-28,0,2025-10-24 13:32:02.888212,123
241,Operations,Junior,84674,0,3,1.2500277660416432,8,7,21,Website,2015-08-29,0,2025-10-24 13:32:02.888212,123
242,Marketing,Mid-Level,109191,8,2,2.5498658552870266,7,5,15,LinkedIn,2015-08-30,0,2025-10-24 13:32:02.888212,123
243,Engineering,Senior,50163,0,2,3.3336860760737403,5,9,24,LinkedIn,2015-08-31,0,2025-10-24 13:32:02.888212,123
244,Engineering,Manager,89484,0,2,2.8568157958085068,6,5,21,Agency,2015-09-01,0,2025-10-24 13:32:02.888212,123
245,HR,Junior,36681,9,1,3.4768172691686194,3,9,11,Website,2015-09-02,0,2025-10-24 13:32:02.888212,123
246,Marketing,Director,100823,2,5,2.921177035165423,5,7,29,Referral,2015-09-03,0,2025-10-24 13:32:02.888212,123
247,Operations,Senior,85405,0,2,3.646815381925387,8,9,18,LinkedIn,2015-09-04,0,2025-10-24 13:32:02.888212,123
248,Finance,Mid-Level,101904,0,3,1.8765042586832035,5,7,18,LinkedIn,2015-09-05,0,2025-10-24 13:32:02.888212,123
249,Marketing,Mid-Level,71941,0,1,1.4513727487344856,6,10,22,Campus,2015-09-06,1,2025-10-24 13:32:02.888212,123
250,HR,Senior,64121,1,4,3.38573581850264,5,8,19,Referral,2015-09-07,1,2025-10-24 13:32:02.888212,123
251,HR,Mid-Level,95402,5,4,2.93875806774523,5,6,24,Website,2015-09-08,0,2025-10-24 13:32:02.888212,123
252,Marketing,Manager,42298,0,5,1.1074706161797412,7,9,14,LinkedIn,2015-09-09,0,2025-10-24 13:32:02.888212,123
253,HR,Junior,31429,0,4,2.5219275419721434,5,4,25,Website,2015-09-10,0,2025-10-24 13:32:02.888212,123
254,Marketing,Manager,74875,7,3,1.424502341963982,4,8,23,Referral,2015-09-11,0,2025-10-24 13:32:02.888212,123
255,Sales,Mid-Level,65260,5,2,3.125427327010781,7,9,16,Referral,2015-09-12,0,2025-10-24 13:32:02.888212,123
256,Marketing,Director,88845,2,3,2.583110718641723,6,11,21,LinkedIn,2015-09-13,0,2025-10-24 13:32:02.888212,123
257,Marketing,Junior,102288,3,3,3.4526076444120717,9,6,26,Agency,2015-09-14,0,2025-10-24 13:32:02.888212,123
258,HR,Junior,88325,1,3,4.222408875080953,4,5,22,Website,2015-09-15,0,2025-10-24 13:32:02.888212,123
259,HR,Senior,100297,3,1,2.1986747353659633,1,10,20,Website,2015-09-16,1,2025-10-24 13:32:02.888212,123
260,Engineering,Senior,83026,3,1,4.84840841666011,8,5,23,Campus,2015-09-17,0,2025-10-24 13:32:02.888212,123
261,Engineering,Director,87364,2,3,3.142538002350298,5,9,23,Referral,2015-09-18,0,2025-10-24 13:32:02.888212,122
262,Sales,Junior,72083,11,3,3.473163195019152,6,6,17,Referral,2015-09-19,0,2025-10-24 13:32:02.888212,122
263,Engineering,Director,86626,0,4,3.722689492902948,5,10,20,LinkedIn,2015-09-20,0,2025-10-24 13:32:02.888212,122
264,Marketing,Senior,79166,7,2,3.666926119430359,6,4,24,LinkedIn,2015-09-21,0,2025-10-24 13:32:02.888212,122
265,HR,Senior,83129,0,3,3.0438829721802483,8,10,20,LinkedIn,2015-09-22,0,2025-10-24 13:32:02.888212,122
266,Engineering,Junior,70831,7,2,2.715057164458734,2,5,16,Campus,2015-09-23,1,2025-10-24 13:32:02.888212,122
267,Engineering,Manager,95223,4,1,1.2151278567095116,4,7,21,Agency,2015-09-24,0,2025-10-24 13:32:02.888212,122
268,Sales,Mid-Level,57238,9,3,1.088343381204719,1,5,18,LinkedIn,2015-09-25,0,2025-10-24 13:32:02.888212,122
269,Operations,Senior,74541,0,2,2.4318447781310586,6,8,22,LinkedIn,2015-09-26,0,2025-10-24 13:32:02.888212,122
270,Sales,Senior,107794,4,2,2.3346435625347706,8,6,27,LinkedIn,2015-09-27,0,2025-10-24 13:32:02.888212,122
271,Marketing,Manager,51281,3,3,2.550780619356027,7,9,23,Campus,2015-09-28,0,2025-10-24 13:32:02.888212,122
272,HR,Manager,20953,6,2,1.55347280355276,6,5,15,Website,2015-09-29,0,2025-10-24 13:32:02.888212,122
273,Sales,Director,84161,3,1,3.9526730821473746,4,13,21,Agency,2015-09-30,0,2025-10-24 13:32:02.888212,122
274,Engineering,Director,68576,3,1,4.427857659104956,3,8,7,Website,2015-10-01,0,2025-10-24 13:32:02.888212,122
275,HR,Mid-Level,100271,2,2,4.75485854149614,6,10,19,Referral,2015-10-02,0,2025-10-24 13:32:02.888212,122
276,HR,Mid-Level,71737,1,1,2.9694492140785034,6,6,24,Referral,2015-10-03,0,2025-10-24 13:32:02.888212,122
277,Engineering,Junior,59891,3,3,3.8034627965017145,3,6,22,LinkedIn,2015-10-04,0,2025-10-24 13:32:02.888212,122
278,Sales,Director,73104,0,2,4.4222044937434895,1,8,20,Website,2015-10-05,1,2025-10-24 13:32:02.888212,122
279,Engineering,Senior,102326,16,2,2.6731644443739437,8,10,30,Campus,2015-10-06,0,2025-10-24 13:32:02.888212,122
280,Operations,Director,89384,6,3,2.2376511794817775,2,15,11,Agency,2015-10-07,0,2025-10-24 13:32:02.888212,122
281,HR,Senior,14152,15,3,4.746898223413961,5,10,12,Website,2015-10-08,0,2025-10-24 13:32:02.888212,122
282,Finance,Manager,79644,1,4,3.0627062043082924,4,11,22,Website,2015-10-09,0,2025-10-24 13:32:02.888212,122
283,Finance,Director,80894,10,4,2.989015546363512,6,8,24,Agency,2015-10-10,0,2025-10-24 13:32:02.888212,122
284,Marketing,Manager,74543,8,4,1.713664386253983,4,9,24,Website,2015-10-11,0,2025-10-24 13:32:02.888212,122
285,Engineering,Mid-Level,59727,5,3,1.432620058293427,5,6,17,Website,2015-10-12,0,2025-10-24 13:32:02.888212,122
286,Engineering,Mid-Level,104863,4,3,4.368427449934046,5,7,15,Agency,2015-10-13,0,2025-10-24 13:32:02.888212,122
287,Marketing,Junior,106100,1,3,3.4565327047500722,6,5,15,Campus,2015-10-14,0,2025-10-24 13:32:02.888212,122
288,Marketing,Director,19920,8,2,2.3032983360777948,3,12,21,Agency,2015-10-15,0,2025-10-24 13:32:02.888212,122
289,Marketing,Manager,55051,3,2,1.766944869561066,5,5,15,LinkedIn,2015-10-16,0,2025-10-24 13:32:02.888212,122
290,HR,Senior,71381,0,2,3.2219891206785256,5,13,25,LinkedIn,2015-10-17,0,2025-10-24 13:32:02.888212,122
291,Operations,Mid-Level,98712,1,5,3.3356771570445414,4,11,19,LinkedIn,2015-10-18,0,2025-10-24 13:32:02.888212,121
292,Engineering,Mid-Level,75871,13,3,1.8279744049802327,4,8,16,LinkedIn,2015-10-19,1,2025-10-24 13:32:02.888212,121
293,HR,Senior,57910,9,4,4.405622991565895,4,5,16,Referral,2015-10-20,0,2025-10-24 13:32:02.888212,121
294,Marketing,Manager,92738,20,3,1.3370574646234044,4,11,12,Campus,2015-10-21,0,2025-10-24 13:32:02.888212,121
295,Engineering,Manager,69716,4,3,2.4243723406656867,6,7,16,Referral,2015-10-22,0,2025-10-24 13:32:02.888212,121
296,HR,Director,72064,1,2,3.7215376550500885,6,12,17,Website,2015-10-23,0,2025-10-24 13:32:02.888212,121
297,Operations,Director,74321,0,2,2.0964814552768027,6,7,22,Website,2015-10-24,0,2025-10-24 13:32:02.888212,121
298,HR,Junior,89357,1,4,4.310700779125087,7,6,19,Agency,2015-10-25,0,2025-10-24 13:32:02.888212,121
299,Operations,Mid-Level,67286,0,3,3.959471306401614,5,7,15,LinkedIn,2015-10-26,0,2025-10-24 13:32:02.888212,121
300,Marketing,Director,92173,2,3,4.156091378192537,8,7,13,Agency,2015-10-27,0,2025-10-24 13:32:02.888212,121
301,Operations,Manager,73173,1,4,1.476426143506865,4,3,18,Website,2015-10-28,0,2025-10-24 13:32:02.888212,121
302,Engineering,Senior,48324,2,2,1.5621885119821717,5,6,9,LinkedIn,2015-10-29,0,2025-10-24 13:32:02.888212,121
303,Marketing,Manager,74080,13,5,2.1458949509783345,1,9,18,Campus,2015-10-30,1,2025-10-24 13:32:02.888212,121
304,Engineering,Mid-Level,49619,2,3,3.0723086607902443,7,10,25,Website,2015-10-31,0,2025-10-24 13:32:02.888212,121
305,Finance,Manager,76024,10,3,3.9920643067976096,5,6,18,Agency,2015-11-01,0,2025-10-24 13:32:02.888212,121
306,Sales,Junior,95736,4,3,4.346123563043614,9,9,20,Agency,2015-11-02,0,2025-10-24 13:32:02.888212,121
307,Operations,Mid-Level,48159,1,2,3.817341263828722,5,8,20,Website,2015-11-03,0,2025-10-24 13:32:02.888212,121
308,Sales,Senior,84106,2,2,4.714387526122554,8,7,13,Referral,2015-11-04,0,2025-10-24 13:32:02.888212,121
309,Sales,Junior,54274,0,3,3.954974038463721,9,10,28,Campus,2015-11-05,0,2025-10-24 13:32:02.888212,121
310,Operations,Mid-Level,80042,2,4,2.225071548018459,5,2,17,Website,2015-11-06,0,2025-10-24 13:32:02.888212,121
311,Marketing,Senior,96505,5,4,2.0603251373542903,9,8,19,Website,2015-11-07,0,2025-10-24 13:32:02.888212,121
312,Finance,Junior,21762,0,2,3.7847698012043596,5,6,16,Agency,2015-11-08,0,2025-10-24 13:32:02.888212,121
313,Engineering,Junior,47138,1,3,1.771482274758457,6,11,25,LinkedIn,2015-11-09,0,2025-10-24 13:32:02.888212,121
314,HR,Mid-Level,65775,2,2,1.3708592432410796,3,12,12,LinkedIn,2015-11-10,0,2025-10-24 13:32:02.888212,121
315,Engineering,Director,82876,20,1,3.1288914994247756,5,12,26,LinkedIn,2015-11-11,0,2025-10-24 13:32:02.888212,121
316,HR,Junior,70840,7,3,4.286566279115821,5,9,18,Agency,2015-11-12,0,2025-10-24 13:32:02.888212,121
317,Engineering,Junior,73852,6,3,1.4055193698794541,8,8,17,LinkedIn,2015-11-13,0,2025-10-24 13:32:02.888212,121
318,Operations,Senior,126074,0,1,4.167565295182917,7,4,16,Website,2015-11-14,0,2025-10-24 13:32:02.888212,121
319,Finance,Manager,44688,7,1,4.246288017406192,8,12,29,Referral,2015-11-15,0,2025-10-24 13:32:02.888212,121
320,HR,Mid-Level,103387,7,5,2.929096000326174,12,4,11,Referral,2015-11-16,0,2025-10-24 13:32:02.888212,121
321,Marketing,Mid-Level,66250,4,1,1.2292412400419472,2,5,17,Referral,2015-11-17,0,2025-10-24 13:32:02.888212,120
322,Engineering,Director,88736,23,3,1.6983594049887456,6,5,13,LinkedIn,2015-11-18,1,2025-10-24 13:32:02.888212,120
323,Engineering,Director,128223,1,3,3.8297051006477294,4,5,10,Referral,2015-11-19,1,2025-10-24 13:32:02.888212,120
324,HR,Mid-Level,92216,14,2,3.847111779963798,7,7,26,LinkedIn,2015-11-20,1,2025-10-24 13:32:02.888212,120
325,Marketing,Director,84312,12,2,4.593421100670661,4,7,19,Website,2015-11-21,0,2025-10-24 13:32:02.888212,120
326,Marketing,Senior,114978,0,3,3.3307445862183314,4,6,14,Website,2015-11-22,0,2025-10-24 13:32:02.888212,120
327,Operations,Mid-Level,103119,2,4,1.4964294708551096,3,10,24,Agency,2015-11-23,0,2025-10-24 13:32:02.888212,120
328,Operations,Director,55015,18,3,1.4856596220198885,6,4,17,Agency,2015-11-24,0,2025-10-24 13:32:02.888212,120
329,Operations,Mid-Level,82363,0,3,3.8845294294272947,6,8,16,Campus,2015-11-25,0,2025-10-24 13:32:02.888212,120
330,Operations,Manager,32062,3,5,1.7351386604316046,4,7,22,Website,2015-11-26,0,2025-10-24 13:32:02.888212,120
331,Operations,Junior,61496,19,4,2.3135419984664214,7,6,17,LinkedIn,2015-11-27,0,2025-10-24 13:32:02.888212,120
332,Operations,Mid-Level,82851,4,3,2.9488480276876556,6,9,15,Campus,2015-11-28,0,2025-10-24 13:32:02.888212,120
333,Finance,Junior,59947,1,3,1.0990595103046048,6,8,23,Website,2015-11-29,0,2025-10-24 13:32:02.888212,120
334,Marketing,Director,81834,4,3,1.9952761080797274,6,12,19,LinkedIn,2015-11-30,0,2025-10-24 13:32:02.888212,120
335,Operations,Junior,74665,1,3,2.6315584340291203,2,11,23,Website,2015-12-01,0,2025-10-24 13:32:02.888212,120
336,Marketing,Mid-Level,88410,3,3,2.118545273972825,4,7,17,Website,2015-12-02,0,2025-10-24 13:32:02.888212,120
337,Marketing,Manager,64395,0,3,1.5454813098702633,2,6,25,LinkedIn,2015-12-03,0,2025-10-24 13:32:02.888212,120
338,Sales,Director,51496,4,1,3.9120490311847895,4,14,20,Website,2015-12-04,0,2025-10-24 13:32:02.888212,120
339,Finance,Mid-Level,111953,3,3,4.25259062067194,4,6,25,Website,2015-12-05,1,2025-10-24 13:32:02.888212,120
340,Operations,Director,62607,6,2,2.0299159045748993,3,15,25,Website,2015-12-06,0,2025-10-24 13:32:02.888212,120
341,Engineering,Senior,91500,4,2,4.097677978425214,5,13,26,Agency,2015-12-07,0,2025-10-24 13:32:02.888212,120
342,HR,Junior,110881,3,1,2.5422142576052553,6,8,20,Referral,2015-12-08,0,2025-10-24 13:32:02.888212,120
343,Engineering,Senior,79066,5,3,3.026743163416011,4,6,21,Website,2015-12-09,0,2025-10-24 13:32:02.888212,120
344,Finance,Mid-Level,53592,0,3,4.424004299572611,4,4,18,LinkedIn,2015-12-10,1,2025-10-24 13:32:02.888212,120
345,HR,Manager,70534,4,2,3.9998147272096314,2,13,15,Website,2015-12-11,0,2025-10-24 13:32:02.888212,120
346,Finance,Director,100438,0,3,4.220467405264711,9,15,30,Agency,2015-12-12,0,2025-10-24 13:32:02.888212,120
347,Marketing,Junior,80156,12,3,1.5473806663454273,9,8,16,Agency,2015-12-13,0,2025-10-24 13:32:02.888212,120
348,HR,Director,44871,0,2,1.278877703334918,8,9,24,Website,2015-12-14,0,2025-10-24 13:32:02.888212,120
349,Marketing,Mid-Level,89916,2,3,4.573618916351949,6,7,23,Campus,2015-12-15,1,2025-10-24 13:32:02.888212,120
350,Engineering,Director,94238,5,4,2.5513370782843774,8,7,20,Referral,2015-12-16,0,2025-10-24 13:32:02.888212,120
351,Engineering,Junior,66117,3,4,2.1515187122787234,4,7,19,LinkedIn,2015-12-17,0,2025-10-24 13:32:02.888212,119
352,HR,Mid-Level,90256,0,3,3.898785017047298,7,6,19,LinkedIn,2015-12-18,0,2025-10-24 13:32:02.888212,119
353,HR,Director,81125,4,3,4.345662386319427,6,7,16,LinkedIn,2015-12-19,1,2025-10-24 13:32:02.888212,119
354,Operations,Manager,70064,5,1,4.449958487593204,6,5,20,LinkedIn,2015-12-20,1,2025-10-24 13:32:02.888212,119
355,Finance,Mid-Level,42661,6,2,2.2639885645009095,7,8,14,Agency,2015-12-21,0,2025-10-24 13:32:02.888212,119
356,Operations,Mid-Level,101948,2,1,4.408849564806696,2,8,23,Referral,2015-12-22,0,2025-10-24 13:32:02.888212,119
357,Finance,Manager,93980,4,5,1.1637357774973816,7,3,18,Website,2015-12-23,0,2025-10-24 13:32:02.888212,119
358,Operations,Senior,89597,2,2,1.1986459658388755,6,17,15,Website,2015-12-24,1,2025-10-24 13:32:02.888212,119
359,Marketing,Junior,113613,5,2,3.4940767806966178,6,8,13,Campus,2015-12-25,0,2025-10-24 13:32:02.888212,119
360,HR,Senior,98629,4,4,1.252425476462185,6,9,19,Website,2015-12-26,0,2025-10-24 13:32:02.888212,119
361,Engineering,Director,92164,3,5,2.298436674040646,5,13,19,Referral,2015-12-27,0,2025-10-24 13:32:02.888212,119
362,Finance,Manager,19669,1,4,3.691023944987696,7,11,17,Website,2015-12-28,0,2025-10-24 13:32:02.888212,119
363,Finance,Senior,104922,0,1,2.3490675842169053,5,7,22,Agency,2015-12-29,0,2025-10-24 13:32:02.888212,119
364,Engineering,Mid-Level,77077,0,1,1.7183991257603837,9,13,21,Website,2015-12-30,0,2025-10-24 13:32:02.888212,119
365,Operations,Director,82812,0,3,2.1254024874153665,6,9,20,LinkedIn,2015-12-31,1,2025-10-24 13:32:02.888212,119
366,Finance,Director,82983,2,2,2.830301329001727,5,11,15,LinkedIn,2016-01-01,0,2025-10-24 13:32:02.888212,119
367,Marketing,Senior,94345,4,1,2.9015434214219296,3,6,16,LinkedIn,2016-01-02,0,2025-10-24 13:32:02.888212,119
368,HR,Senior,103054,1,3,4.132000925388808,10,8,13,LinkedIn,2016-01-03,0,2025-10-24 13:32:02.888212,119
369,Engineering,Manager,90856,13,5,4.00061291772605,3,3,19,Agency,2016-01-04,0,2025-10-24 13:32:02.888212,119
370,HR,Junior,86882,0,3,2.8272712182245407,4,4,22,Agency,2016-01-05,1,2025-10-24 13:32:02.888212,119
371,Finance,Senior,80787,7,3,4.382669396395086,4,10,13,Agency,2016-01-06,0,2025-10-24 13:32:02.888212,119
372,Finance,Senior,-8790,4,3,1.4569485543655833,5,8,17,Website,2016-01-07,0,2025-10-24 13:32:02.888212,119
373,Engineering,Mid-Level,67810,2,2,2.021413400915606,8,9,19,LinkedIn,2016-01-08,0,2025-10-24 13:32:02.888212,119
374,Marketing,Director,51460,0,3,4.311905854009006,2,8,22,Campus,2016-01-09,0,2025-10-24 13:32:02.888212,119
375,Sales,Junior,105268,4,2,2.5119761545046124,12,8,12,Campus,2016-01-10,1,2025-10-24 13:32:02.888212,119
376,Engineering,Mid-Level,90475,2,2,4.924726235175369,4,8,31,LinkedIn,2016-01-11,0,2025-10-24 13:32:02.888212,119
377,Sales,Manager,63546,13,4,2.8650131261113416,2,6,23,Referral,2016-01-12,1,2025-10-24 13:32:02.888212,119
378,Operations,Manager,66057,3,2,4.167742491855057,3,15,17,Website,2016-01-13,0,2025-10-24 13:32:02.888212,119
379,Sales,Senior,65150,14,5,2.6092281655294878,1,5,14,Campus,2016-01-14,0,2025-10-24 13:32:02.888212,119
380,Marketing,Senior,64704,1,2,2.6998140762497216,8,5,21,Agency,2016-01-15,0,2025-10-24 13:32:02.888212,119
381,Operations,Manager,38886,6,3,2.531532589136734,8,10,22,Referral,2016-01-16,0,2025-10-24 13:32:02.888212,118
382,Sales,Senior,33468,4,3,3.876302482043247,6,12,15,Agency,2016-01-17,0,2025-10-24 13:32:02.888212,118
383,Operations,Junior,75726,6,2,3.190071536239978,3,8,14,Referral,2016-01-18,0,2025-10-24 13:32:02.888212,118
384,Sales,Senior,101882,1,1,4.775112445473477,5,6,15,Referral,2016-01-19,0,2025-10-24 13:32:02.888212,118
385,Marketing,Director,61557,5,3,2.003561266136419,5,7,20,Website,2016-01-20,0,2025-10-24 13:32:02.888212,118
386,Sales,Senior,82586,3,4,1.4022509283337774,5,3,20,Agency,2016-01-21,0,2025-10-24 13:32:02.888212,118
387,Sales,Mid-Level,93356,6,4,2.573045940396861,3,10,30,Agency,2016-01-22,0,2025-10-24 13:32:02.888212,118
388,Sales,Junior,50165,1,3,3.466850830587104,9,9,9,Campus,2016-01-23,0,2025-10-24 13:32:02.888212,118
389,Engineering,Mid-Level,74500,11,4,4.44319574766198,6,6,16,LinkedIn,2016-01-24,0,2025-10-24 13:32:02.888212,118
390,Engineering,Mid-Level,58336,0,3,2.3847875467213107,7,16,17,LinkedIn,2016-01-25,0,2025-10-24 13:32:02.888212,118
391,Engineering,Director,115152,8,4,3.6151470044978464,5,10,22,Campus,2016-01-26,0,2025-10-24 13:32:02.888212,118
392,Marketing,Junior,114061,9,3,2.400794724092876,4,9,22,Referral,2016-01-27,0,2025-10-24 13:32:02.888212,118
393,Operations,Junior,50191,8,3,3.4688783319778325,4,8,19,Campus,2016-01-28,0,2025-10-24 13:32:02.888212,118
394,Finance,Junior,84647,3,4,4.539231788122604,3,9,27,Campus,2016-01-29,0,2025-10-24 13:32:02.888212,118
395,Sales,Junior,101689,2,3,1.925430569037636,11,10,14,Agency,2016-01-30,0,2025-10-24 13:32:02.888212,118
396,Sales,Junior,96208,27,4,2.6169665684281567,4,10,16,Campus,2016-01-31,0,2025-10-24 13:32:02.888212,118
397,Marketing,Director,77039,1,3,4.973060785718986,6,6,13,Referral,2016-02-01,0,2025-10-24 13:32:02.888212,118
398,Sales,Senior,107663,3,2,4.474228112997843,8,7,19,LinkedIn,2016-02-02,0,2025-10-24 13:32:02.888212,118
399,Engineering,Mid-Level,52387,5,1,3.258559431584808,4,9,18,Website,2016-02-03,0,2025-10-24 13:32:02.888212,118
400,Finance,Junior,67422,6,3,3.0665103674171013,10,5,23,Campus,2016-02-04,0,2025-10-24 13:32:02.888212,118
401,HR,Senior,53058,1,3,2.138401529218724,4,5,29,Campus,2016-02-05,0,2025-10-24 13:32:02.888212,118
402,Sales,Senior,94562,5,4,3.0688377107741176,6,7,27,Agency,2016-02-06,0,2025-10-24 13:32:02.888212,118
403,Engineering,Mid-Level,60434,8,2,4.392725993119789,6,12,13,Agency,2016-02-07,0,2025-10-24 13:32:02.888212,118
404,HR,Director,70718,0,4,3.7406980531111222,5,14,20,Campus,2016-02-08,0,2025-10-24 13:32:02.888212,118
405,Finance,Manager,90441,12,4,2.1601761127119463,4,7,23,Campus,2016-02-09,0,2025-10-24 13:32:02.888212,118
406,HR,Manager,92456,0,2,1.8058556842141318,7,7,23,Referral,2016-02-10,0,2025-10-24 13:32:02.888212,118
407,Engineering,Senior,52321,2,4,2.0608341479873165,3,9,31,LinkedIn,2016-02-11,0,2025-10-24 13:32:02.888212,118
408,Operations,Mid-Level,101416,0,5,1.679036805571306,6,3,18,LinkedIn,2016-02-12,0,2025-10-24 13:32:02.888212,118
409,Operations,Manager,86392,0,4,1.3825627840948638,5,4,20,Website,2016-02-13,0,2025-10-24 13:32:02.888212,118
410,HR,Senior,47957,12,4,2.67654469776822,2,6,31,LinkedIn,2016-02-14,0,2025-10-24 13:32:02.888212,118
411,Marketing,Director,41807,2,5,1.4531984175930708,5,7,22,Website,2016-02-15,0,2025-10-24 13:32:02.888212,117
412,HR,Manager,74604,2,3,1.6876502309084174,1,10,17,Agency,2016-02-16,1,2025-10-24 13:32:02.888212,117
413,Sales,Senior,96252,1,3,3.1892987373579444,3,7,15,Website,2016-02-17,0,2025-10-24 13:32:02.888212,117
414,Sales,Senior,96892,4,4,1.6583970947982989,6,12,21,Website,2016-02-18,0,2025-10-24 13:32:02.888212,117
415,Operations,Junior,83904,4,3,1.2555190697236114,6,10,25,LinkedIn,2016-02-19,0,2025-10-24 13:32:02.888212,117
416,Marketing,Director,76216,2,3,2.2695554001115408,12,5,25,Campus,2016-02-20,0,2025-10-24 13:32:02.888212,117
417,Engineering,Junior,87793,2,2,1.88127639448787,3,3,15,Agency,2016-02-21,1,2025-10-24 13:32:02.888212,117
418,Sales,Mid-Level,53616,10,4,3.061220751977507,4,12,20,Referral,2016-02-22,0,2025-10-24 13:32:02.888212,117
419,Operations,Junior,117174,2,1,1.4094683383328372,3,9,17,Website,2016-02-23,0,2025-10-24 13:32:02.888212,117
420,Finance,Junior,116848,3,5,4.007083150731912,4,7,19,Website,2016-02-24,0,2025-10-24 13:32:02.888212,117
421,Operations,Manager,85720,1,3,4.624934077740555,0,13,24,Website,2016-02-25,0,2025-10-24 13:32:02.888212,117
422,Sales,Senior,79932,7,2,3.9737406958247776,7,9,19,Campus,2016-02-26,0,2025-10-24 13:32:02.888212,117
423,Sales,Director,64714,2,3,3.131308149605577,7,12,23,Referral,2016-02-27,0,2025-10-24 13:32:02.888212,117
424,Operations,Junior,88218,3,1,4.442671287155541,3,9,23,LinkedIn,2016-02-28,0,2025-10-24 13:32:02.888212,117
425,Engineering,Director,57717,1,3,3.77967351912603,4,9,16,Agency,2016-02-29,0,2025-10-24 13:32:02.888212,117
426,HR,Junior,19409,21,5,1.0422044898007594,6,9,26,Campus,2016-03-01,0,2025-10-24 13:32:02.888212,117
427,Sales,Mid-Level,7147,1,4,2.5763606110980124,4,3,14,Referral,2016-03-02,0,2025-10-24 13:32:02.888212,117
428,Operations,Junior,55012,7,2,4.4038075976272,3,2,13,Agency,2016-03-03,0,2025-10-24 13:32:02.888212,117
429,Operations,Manager,78909,2,2,2.383435431901077,4,8,17,LinkedIn,2016-03-04,0,2025-10-24 13:32:02.888212,117
430,Marketing,Senior,83299,1,4,1.140860694102094,7,4,15,Agency,2016-03-05,0,2025-10-24 13:32:02.888212,117
431,HR,Mid-Level,62831,8,5,3.9847185542090893,5,15,23,Website,2016-03-06,0,2025-10-24 13:32:02.888212,117
432,Finance,Junior,78545,2,3,4.208153081131474,4,10,32,Website,2016-03-07,0,2025-10-24 13:32:02.888212,117
433,Engineering,Director,68144,10,3,1.6423747801732342,11,8,25,Campus,2016-03-08,0,2025-10-24 13:32:02.888212,117
434,Finance,Mid-Level,50017,12,3,3.1493619873727248,2,7,15,Agency,2016-03-09,0,2025-10-24 13:32:02.888212,117
435,HR,Mid-Level,73656,9,4,1.767821755982903,4,7,15,Website,2016-03-10,1,2025-10-24 13:32:02.888212,117
436,HR,Junior,95323,0,3,3.876937676176587,5,11,24,Campus,2016-03-11,0,2025-10-24 13:32:02.888212,117
437,HR,Mid-Level,51148,7,2,2.0862018207099426,4,8,14,Campus,2016-03-12,0,2025-10-24 13:32:02.888212,117
