age,income,employment_length,debt_to_income,credit_utilization,payment_history,number_of_accounts,loan_amount,loan_term,home_ownership,purpose,credit_score
47,49094.91396071327,3.139201721235792,25.172012931441994,35.37145266354536,0,7,9446.55206456667,24,RENT,EDUCATION,0
34,25337.973899702898,0.016948626032524602,50.25589144568039,88.68929842928878,3,2,20686.300708982264,12,MORTGAGE,DEBT_CONSOLIDATION,0
65,77819.44716002801,2.5690273384944935,35.29293499369834,33.43027847911051,2,16,46919.36121338162,36,RENT,HOME_IMPROVEMENT,0
64,22880.593102800725,0.5587671337806012,13.253874875613361,83.79946683068715,12,6,24048.152944844558,24,MORTGAGE,BUSINESS,0
40,46084.294580628375,0.12296319286357472,26.242360135939702,28.777681312862175,3,11,34993.8616299284,36,OWN,EDUCATION,0
32,29154.568239055032,8.699870297713826,8.171332992409168,40.925503292887115,2,8,7607.943710474938,60,MORTGAGE,BUSINESS,0
54,61408.42346721591,12.399524096082404,7.038192898375326,75.80459119735823,4,2,2032.8121832110628,48,RENT,DEBT_CONSOLIDATION,0
38,43371.37257436995,1.1639158699776684,8.604232102471153,56.94852121682261,11,7,19898.563232650886,12,MORTGAGE,BUSINESS,0
31,39626.66560757579,3.8750221925437716,42.03303489414802,32.942897548858106,3,8,19056.148935743797,48,RENT,DEBT_CONSOLIDATION,0
19,67064.03090103109,1.6283609382818813,26.773119155482444,26.683974893320528,9,8,15194.258919323469,36,MORTGAGE,DEBT_CONSOLIDATION,0
28,50588.61183355104,3.4019192837974623,50.474710247304564,69.11249533746499,11,9,21465.740941773616,12,RENT,EDUCATION,0
68,60332.88891871934,2.8691050886329252,21.560564085804728,40.81449038780443,11,10,48822.20888571195,48,OWN,BUSINESS,0
56,30373.481269650703,1.5670583223142096,49.94166330152431,18.57353994294562,8,6,1671.0856614805925,48,RENT,EDUCATION,0
55,21903.661121449863,6.0264279888998065,11.303503398784095,44.40789787589642,10,8,1000.0,24,MORTGAGE,HOME_IMPROVEMENT,0
51,52144.15924080267,0.6761839975669703,42.19709660274169,38.18713637301654,9,7,39287.22569679402,24,MORTGAGE,HOME_IMPROVEMENT,0
55,43623.07289010537,0.27266522131591187,48.333473884930605,56.52612659628896,3,8,32256.970527672496,60,RENT,EDUCATION,0
67,62528.693449078884,7.298099447346801,27.211462596232643,39.881530725275944,2,8,50239.912073687214,60,RENT,BUSINESS,0
51,48401.830946749,5.482024102908082,9.217628804462596,55.93286873617338,11,9,1000.0,36,RENT,DEBT_CONSOLIDATION,0
35,54101.506784692596,3.4510188247686435,13.004121619651714,23.91458940664132,8,6,23558.839754633478,60,MORTGAGE,HOME_IMPROVEMENT,0
47,17532.34940117513,3.1535834970710974,15.644961057865178,91.34361373435492,8,9,29728.423984198584,36,MORTGAGE,DEBT_CONSOLIDATION,0
32,87768.73879228513,3.4399164768866157,37.21912379491273,30.684254961002992,10,2,32331.568655982774,12,OWN,DEBT_CONSOLIDATION,0
44,46715.16029935936,2.8725920784882724,65.57314197097107,53.19042308894515,6,10,37665.27975521179,24,OWN,BUSINESS,0
68,63951.73940678398,2.4952453340563014,6.10224579286318,38.07255418658619,4,9,1912.9139510987588,48,OWN,EDUCATION,0
51,33278.16659560747,3.462642888531953,30.10431593760796,56.195333845453696,7,13,25689.36085091524,36,OWN,DEBT_CONSOLIDATION,0
69,56160.19804434682,3.759341768995321,13.111291632861551,71.93857799164931,6,8,21579.454958732927,48,OWN,PERSONAL,0
55,23943.104729505092,5.886691921138264,31.71044572823695,29.35233224126805,6,9,38068.61594331192,12,OWN,BUSINESS,0
50,59041.35676519342,6.2102283352812915,26.02044348907325,40.51738629465322,11,13,19496.066935931456,12,OWN,PERSONAL,0
41,42880.51831228334,2.3710951489984806,36.89416426869986,60.290473058455454,12,9,41996.48344217819,24,RENT,EDUCATION,0
32,50583.81007871135,2.6682585288118474,33.44845244108806,61.67098904507594,6,5,1022.7960076389827,48,RENT,EDUCATION,0
47,63959.48060260195,2.339606352192521,33.33232277189454,61.37817280225283,2,12,39512.91290476819,48,MORTGAGE,EDUCATION,0
59,25349.193775594395,3.845130392279329,45.12768790234217,14.232977415646097,1,7,9744.569743603412,36,RENT,HOME_IMPROVEMENT,0
68,36310.16538774406,3.019765035570816,34.65303472017488,59.129042008119136,9,9,37822.212523653914,24,MORTGAGE,BUSINESS,0
34,59146.48562173531,11.018065544212343,27.71758689771601,91.49335696451898,11,3,8991.175374674114,48,RENT,BUSINESS,0
22,91964.42949093494,5.959583311358529,48.737385609589,51.826767411307515,11,10,28504.56939986869,12,MORTGAGE,BUSINESS,0
46,47238.35330677037,11.446191976424661,42.4187451811919,52.31522061809149,1,5,22650.09345560526,60,RENT,BUSINESS,0
21,61822.72235847865,6.174514420130821,28.964822413557677,28.28411308103982,0,6,20011.09015364018,12,OWN,DEBT_CONSOLIDATION,0
27,47860.5706028304,17.700943725405697,35.62162173396468,40.37276359708892,11,11,22746.002173789857,12,RENT,PERSONAL,0
34,88844.91189512599,5.049392680106912,21.637347036913564,33.18977459868508,2,4,38675.86683478326,24,MORTGAGE,EDUCATION,0
27,15055.566660694887,16.559088055081318,58.88475981282304,33.01310508749882,3,10,6860.871343133436,12,OWN,HOME_IMPROVEMENT,0
34,51892.42089338716,0.8608852759029285,22.607657113073127,33.71004395470579,10,9,31966.005612550925,24,OWN,DEBT_CONSOLIDATION,0
37,17489.11932875878,0.2695239322505923,16.30384886651894,85.25211899609442,9,9,21771.913048408842,48,RENT,BUSINESS,0
41,10000.0,4.327099207729025,18.649641157145105,52.7882713731435,3,9,34512.42479866932,12,MORTGAGE,PERSONAL,0
22,55949.241062356334,20.519916065594344,46.977724840446115,52.58316250387717,8,6,13794.882958956312,12,RENT,DEBT_CONSOLIDATION,0
51,52789.95592294918,2.7030339596572626,37.22195784639442,43.351136865102,10,8,25542.22719982055,36,MORTGAGE,DEBT_CONSOLIDATION,0
23,44303.26124515597,1.191561094010086,9.327598707279622,37.93468805570719,6,4,60883.45768519111,36,OWN,DEBT_CONSOLIDATION,0
19,47876.11819920494,3.6859284751253503,35.21057948694379,87.55407130829708,8,7,40550.02429675101,36,MORTGAGE,EDUCATION,0
30,111965.98868142515,5.23197750440858,18.665332375128298,22.19445334263457,6,6,39156.08102512002,36,MORTGAGE,PERSONAL,0
60,44836.49723937131,1.8929867205925246,66.59811341167747,80.13146188317249,10,7,10531.67166842348,60,RENT,DEBT_CONSOLIDATION,0
60,60202.487225001496,6.27228578785483,6.216930633344909,70.1065965351277,6,9,7265.84861694189,48,MORTGAGE,DEBT_CONSOLIDATION,0
65,37012.70360772238,18.467351287870503,15.124573988631887,43.18533185191404,6,13,48052.50114507023,36,MORTGAGE,HOME_IMPROVEMENT,0
28,55904.65150081206,11.363341565948096,54.1174944048432,41.263902830768856,4,11,12235.467749484676,12,OWN,DEBT_CONSOLIDATION,0
68,45235.32649888765,1.7236286303531154,39.1686421282701,58.609483951785826,8,10,1000.0,36,RENT,BUSINESS,0
64,41789.6303454054,1.9779972938894876,32.148504543093644,60.749063801006656,5,8,30280.66152093579,60,RENT,HOME_IMPROVEMENT,0
40,86377.9706440065,2.3224242245415194,22.7507264660034,59.99537118862144,0,9,15639.9380803059,60,OWN,BUSINESS,0
33,73543.69926368678,2.5089394238259803,33.14830234251735,45.77871070971627,5,4,22631.721987894674,48,RENT,EDUCATION,0
48,52734.93294798461,0.5285778889428436,8.878602213013002,37.05230640660011,8,9,16646.458274960198,60,MORTGAGE,EDUCATION,0
28,10000.0,7.176642391892365,51.64982638926686,40.35543695867409,6,9,1000.0,36,OWN,DEBT_CONSOLIDATION,0
33,42779.815534948604,2.273323481335069,22.63651051203548,76.68197300511531,0,9,14386.23260377032,12,RENT,DEBT_CONSOLIDATION,0
25,104060.55128810168,10.593822331229442,1.2034012789061246,48.36627872400377,8,7,30553.1384814904,60,RENT,PERSONAL,0
21,45386.76666720584,13.082413932666162,31.636331100296605,57.50871889435301,1,12,17912.739242873395,48,MORTGAGE,PERSONAL,0
57,72064.35144107316,0.12367352758323302,14.140934087029617,72.73935885924824,11,12,13218.59078021679,12,RENT,PERSONAL,0
21,78838.84803905201,22.328376147646523,37.24731537283979,64.13458602128578,6,6,27248.34547373443,48,MORTGAGE,PERSONAL,0
42,54379.278317119504,6.1897637177861835,42.01893765874659,43.8403739657854,6,12,25228.245968667226,24,OWN,EDUCATION,0
20,33163.56736263695,3.6739332330217818,33.728627028022245,73.115557508027,0,7,32113.27455129185,48,MORTGAGE,HOME_IMPROVEMENT,0
49,10000.0,2.4676110450670667,26.696826993546612,56.762872011060416,5,9,18567.283357648674,48,RENT,PERSONAL,0
20,63683.264172179086,3.654433535201048,26.537779720110677,33.74329056320731,4,6,34953.476119530125,36,MORTGAGE,EDUCATION,0
44,33704.87994352904,1.962433890621099,58.095081531438865,60.99014425526404,2,5,35269.80554151792,24,MORTGAGE,PERSONAL,0
46,53523.00903775384,4.873411769115085,27.557524299022536,33.303697271513975,1,10,36620.04629565917,12,RENT,BUSINESS,0
49,25003.59320821272,0.48795541588539704,25.389752206964612,66.86902316970763,5,9,26810.7197143992,60,RENT,HOME_IMPROVEMENT,0
67,44695.249190595954,4.852713083832702,9.271581058437238,64.8576914898246,11,4,16218.387444160153,12,RENT,HOME_IMPROVEMENT,0
68,50674.38109802106,1.6102969632536532,17.39695272099669,58.66195381187573,9,14,25217.3307980983,60,RENT,PERSONAL,0
36,55371.871620885955,0.08896087621664636,31.160040355703323,37.593412601404545,5,6,18338.5713452086,12,OWN,DEBT_CONSOLIDATION,0
38,27703.556252951716,4.022693298339788,39.06642868134846,37.109280654596134,1,11,18909.126001581702,48,OWN,HOME_IMPROVEMENT,0
22,73938.21897522705,4.319057805331166,18.67511926058481,51.912546628278974,5,9,24778.792023947568,36,MORTGAGE,EDUCATION,0
35,38062.104305360575,2.7805883586482505,56.880065821826534,34.439927694877035,5,7,14311.516648496225,24,MORTGAGE,EDUCATION,0
45,16510.610790935098,0.37516017010799774,64.69439142887255,18.2928202270574,4,10,21419.44201625917,36,OWN,DEBT_CONSOLIDATION,0
59,47819.53160073073,11.1906837923123,9.455573857669492,30.085085648354276,3,13,29209.80211404144,60,MORTGAGE,BUSINESS,0
39,50687.5061805292,4.726420113296317,30.305818955995395,45.184386549679424,12,8,48623.47924518642,36,OWN,HOME_IMPROVEMENT,0
38,53211.788663435196,0.6148697358543306,23.933638255221712,42.33650547975505,12,3,29987.351227710784,12,OWN,DEBT_CONSOLIDATION,0
23,77242.64807370158,3.576254147144782,18.599163477010382,48.81220009156609,3,11,24768.02197568759,36,MORTGAGE,HOME_IMPROVEMENT,0
18,45271.02326528281,3.4383541752371025,39.876161477022784,50.631806335617405,9,8,38304.28646687821,36,RENT,BUSINESS,0
22,47607.60751262457,0.31151507561644864,46.70772065864243,75.52264014450505,6,17,34905.714370700814,36,RENT,HOME_IMPROVEMENT,0
58,27936.31237533813,4.667943712651842,21.544172571883085,89.25514104765986,7,6,37239.18770216117,36,OWN,BUSINESS,0
29,66411.07005775794,8.259806739838481,13.718769707053818,71.04521051450912,9,6,46691.590537577526,24,RENT,EDUCATION,0
43,53686.18128156207,6.911672145022799,22.04751649942002,37.885209375845555,1,10,23183.175929571742,60,RENT,EDUCATION,0
63,41599.44545411675,1.1343111236136407,31.602409274409588,46.28053169511214,4,10,30627.404769769215,48,OWN,HOME_IMPROVEMENT,0
51,11906.506130690723,9.913118115578449,36.63976431045187,55.675217707256266,11,8,34528.7760679764,36,RENT,DEBT_CONSOLIDATION,0
66,78888.24390110176,2.096873236335167,33.4637236425517,59.17649701981568,7,7,38512.18966986309,36,OWN,BUSINESS,0
31,25446.400710878857,14.641151204657435,38.78782597002496,37.580824679523126,1,6,1000.0,60,MORTGAGE,HOME_IMPROVEMENT,0
43,38174.43981260589,0.3722599639794166,37.25602039661805,32.05625205192948,10,7,14236.906626602038,36,OWN,BUSINESS,0
62,57166.890221520065,3.3296905238216317,21.28728796153706,46.442996169963216,12,7,47928.28183460068,12,MORTGAGE,PERSONAL,0
44,26068.84142766627,4.545636964515401,41.96438340450276,59.081324428914996,8,10,43287.91989499621,36,RENT,BUSINESS,1
26,20129.80443493713,1.4227688433330576,51.864336595867464,58.1184771591964,1,6,23629.51773136192,12,MORTGAGE,DEBT_CONSOLIDATION,0
43,10000.0,7.378474339302141,11.040353262737138,18.564402367831846,12,7,22444.435361470412,48,OWN,PERSONAL,0
64,64419.939058112715,4.929486098247503,40.266116036474905,24.650904908972596,3,8,50990.988735676074,48,RENT,BUSINESS,0
39,39096.27510547356,0.091377100523453,16.339400935918384,45.46672461410208,3,10,46890.4315670684,24,MORTGAGE,BUSINESS,0
64,108545.40184946661,4.6871708196141135,14.573955469181419,28.163180360009854,0,7,32846.157801078596,60,MORTGAGE,HOME_IMPROVEMENT,0
47,30112.89868738253,3.3812363045300966,35.16363186556743,71.32002483103041,9,7,9633.267006293096,24,RENT,BUSINESS,0
60,31570.979531421573,1.0909616549476393,11.245778053610902,54.24608840945422,0,5,30753.8394296038,60,MORTGAGE,EDUCATION,0
65,38692.14059429197,27.302096102851273,54.19899503330454,49.42322605060326,3,8,22000.20386367141,60,MORTGAGE,EDUCATION,0
34,54862.69310276978,11.37301119485517,29.089338423771068,28.395402820746312,9,6,10423.123944419309,36,OWN,DEBT_CONSOLIDATION,0
43,40595.933224293774,1.7301426294502997,45.7818470782674,69.82534998320344,2,11,19968.261603914812,60,OWN,HOME_IMPROVEMENT,0
53,62246.64428005024,3.894297962017783,44.650031041346885,77.43344595565841,7,10,28305.222130325456,12,OWN,PERSONAL,0
18,30428.232200226914,1.9026587681772813,18.66233351663539,32.594050291247015,10,9,46795.54560963434,60,MORTGAGE,EDUCATION,0
25,22368.165630728377,7.469303241544239,27.101391289853087,48.4566225012096,10,5,29916.614811875475,24,OWN,PERSONAL,0
66,14035.705211817847,13.320030206826754,29.6693613838034,31.939279749035816,8,6,37723.851609293604,36,OWN,DEBT_CONSOLIDATION,0
52,10000.0,2.2222923694662775,11.517435939619206,34.78431663580997,1,8,28079.656694909132,60,RENT,DEBT_CONSOLIDATION,0
69,39638.61961049886,8.188781836571255,24.704584643752884,24.92218832193675,10,5,33389.938858956855,48,OWN,HOME_IMPROVEMENT,0
32,43980.39375213556,3.449836635417574,19.857403332036988,48.3963844455666,5,13,24920.022442805603,36,RENT,DEBT_CONSOLIDATION,0
64,37371.259450336336,2.52569711538287,39.209853322819846,35.56342690923042,7,7,28584.432124839874,36,MORTGAGE,DEBT_CONSOLIDATION,0
39,74868.11594374324,13.937241066207944,20.29823416898865,32.85910828495352,5,7,11769.403438662119,24,MORTGAGE,EDUCATION,0
31,74560.6041921627,3.570880622309428,28.165700215852414,77.70775862434817,0,7,23374.604836868886,12,RENT,HOME_IMPROVEMENT,0
43,43303.94025110996,3.1500216044382343,19.613565104302452,32.59563689158838,6,6,8403.955071659391,60,OWN,HOME_IMPROVEMENT,0
45,14121.57773616074,5.580334723062216,30.34976077915621,37.69595786775287,1,7,37771.11481995675,24,RENT,PERSONAL,0
40,38665.89783889894,1.5138716219502375,31.470636738117243,18.111996122136873,11,9,39390.08332325006,48,OWN,DEBT_CONSOLIDATION,0
31,38003.57212165877,1.9636788854476903,39.7485514385112,52.810888322186976,5,6,31318.970235292763,60,MORTGAGE,BUSINESS,0
41,36857.30075443884,13.444609317104359,39.56415500665421,52.13513760306303,2,7,15560.833400356334,48,OWN,BUSINESS,0
19,36045.621922035105,5.674252857273973,51.07123735882338,39.70664554244846,2,12,23369.008393582822,48,OWN,BUSINESS,0
62,36930.74208550386,8.76184234626638,48.34667788731774,46.84096457922131,0,11,59980.97663576582,12,RENT,DEBT_CONSOLIDATION,0
43,42269.167682044805,1.5811743363991893,71.49827058652245,43.94720302055988,7,5,44803.75066789402,36,MORTGAGE,EDUCATION,0
31,37289.178023688866,3.924012327414484,17.558177766554632,56.31647963585608,6,4,23772.926768515765,60,RENT,EDUCATION,0
68,54166.450172511846,17.771090224156183,35.401422401759646,58.15915903694445,0,9,15353.711700357131,36,OWN,HOME_IMPROVEMENT,0
24,57207.37431809722,1.9187913207151606,29.913348658785242,86.11588271276261,10,10,27219.156119551542,60,RENT,HOME_IMPROVEMENT,0
20,31787.098256350204,0.8746039089672284,33.29189278512091,39.49885573458058,11,7,27126.670955106492,48,RENT,BUSINESS,1
64,75421.30652014067,3.5757985232932348,39.78947736132451,36.93172951176804,0,7,2343.632988064859,24,OWN,DEBT_CONSOLIDATION,0
40,30398.753963187715,2.4536535025379766,16.590354635418063,34.84217908197736,8,3,15902.27044501724,24,MORTGAGE,BUSINESS,0
63,17643.98772369326,0.8692510972667179,22.733676958023093,45.34347357404891,10,13,23139.643245579784,60,RENT,DEBT_CONSOLIDATION,0
60,57615.561427301036,10.970958128588679,5.665975194990634,51.4128141170448,6,4,24320.821868555344,60,MORTGAGE,HOME_IMPROVEMENT,0
64,33651.8373117132,23.40157608438728,38.978903113723476,70.69447554927012,8,4,41794.36895899307,60,MORTGAGE,PERSONAL,0
62,56425.82941514776,4.203391200541152,12.466011769793893,50.05185241516508,10,11,7452.982501992934,36,OWN,PERSONAL,0
35,10000.0,7.451096613359435,18.156941421474553,44.309199252939464,10,9,18359.692885650627,60,OWN,BUSINESS,0
55,77849.11882966135,9.796337750391919,12.339048998825106,11.261853587523033,9,16,32855.568291127,60,MORTGAGE,DEBT_CONSOLIDATION,0
52,63445.868160808044,6.036257634366096,39.09069264518622,58.68222200921801,8,9,37508.05220317022,24,RENT,EDUCATION,0
68,19990.469016739968,0.22580305271417103,42.07422607848959,73.5659045135909,2,16,37957.842760911146,60,MORTGAGE,DEBT_CONSOLIDATION,0
32,20424.457523074285,0.8577047746458764,11.610796838023209,13.349300677287074,8,7,7255.396997356911,36,MORTGAGE,DEBT_CONSOLIDATION,0
42,83445.31808195055,0.36817452653721966,1.1443244453359096,56.503737691382774,7,9,33714.669702407846,60,OWN,HOME_IMPROVEMENT,0
54,35252.401930040825,0.049643668974316754,41.24241069547819,71.41949384282394,5,10,23547.22773992221,36,RENT,PERSONAL,0
45,33316.30302534753,1.8263907189366653,58.5380352156316,47.45433359082877,4,7,30614.933055438232,60,OWN,DEBT_CONSOLIDATION,0
27,10000.0,2.4908301489186186,43.30006317660197,30.932233664234836,4,11,31695.154118338145,60,MORTGAGE,HOME_IMPROVEMENT,0
56,42984.43588796892,1.3789633769595047,50.54606067035178,45.645832274804825,4,5,1000.0,24,OWN,EDUCATION,0
34,45445.60770328494,0.33393001396099997,21.63034340891565,68.31350278263533,9,7,23938.08507737768,60,MORTGAGE,BUSINESS,0
56,64309.86193538971,3.7736566530216336,42.070201322240955,25.201875997273763,1,7,13073.69127095905,48,OWN,BUSINESS,0
39,22018.43143631049,1.596340637952029,52.5895606340272,33.28055353656945,12,9,32875.595721031656,12,MORTGAGE,PERSONAL,0
43,19594.264155187808,7.949087167050195,9.340197232007998,83.4190077208414,11,9,14307.556222526811,60,RENT,BUSINESS,0
61,59019.25269552954,0.040426095487398644,71.49740338507821,65.52579829897877,0,15,45724.67147812815,48,OWN,PERSONAL,0
42,70134.6014245413,9.242507948374708,28.812078445103907,30.273538250731725,1,5,5781.023430639994,48,RENT,HOME_IMPROVEMENT,0
34,18576.952977642337,15.478169574072629,20.803956086174203,32.08228714155853,2,9,23663.62248087515,48,MORTGAGE,DEBT_CONSOLIDATION,0
30,71630.28172599482,6.296283642133712,48.57760857521775,29.76115447124797,8,8,23527.162880591008,12,OWN,PERSONAL,0
37,50750.83682973643,6.614608820712196,12.398682877125191,56.0880796128195,10,8,29292.661651349466,24,OWN,PERSONAL,0
42,71836.10678149291,13.557453935886233,26.431722218332787,37.79614826228026,6,5,1000.0,60,MORTGAGE,EDUCATION,0
21,48595.59276964767,1.1727371787821181,21.017350890297582,32.530193989290325,3,13,41965.51734037942,24,MORTGAGE,HOME_IMPROVEMENT,0
27,10000.0,26.075001550352788,11.853201891649286,73.42314652809652,9,10,28563.21218798527,36,MORTGAGE,DEBT_CONSOLIDATION,0
20,46960.65235367922,7.424636751055486,53.00629868023861,41.579517741909974,10,10,1000.0,12,RENT,BUSINESS,0
58,71202.8763734254,6.483561109540716,19.53720486784719,56.671242451272384,4,5,30553.202339072308,60,RENT,EDUCATION,0
62,32125.079618325715,2.239962929092953,40.88121695978032,32.568419439071874,1,11,37350.652600461166,24,MORTGAGE,EDUCATION,0
35,42240.700621850956,3.945840403792649,33.475645474085155,7.995806789034645,2,10,18835.139188106168,60,RENT,DEBT_CONSOLIDATION,0
64,46477.329928980434,5.305394630009434,62.60945827593044,74.89892865840496,6,11,9709.21266781942,60,MORTGAGE,EDUCATION,0
53,10000.0,4.842433500867475,43.514844690507665,26.896145056822938,1,3,38756.536416432755,36,OWN,DEBT_CONSOLIDATION,0
64,83426.95150874952,6.103639255203566,12.645324075989633,34.58626076885483,2,4,25571.352965351256,24,MORTGAGE,PERSONAL,0
39,31972.48640205651,0.4298690631109876,21.456450138518935,91.87410972217232,12,11,1000.0,24,OWN,HOME_IMPROVEMENT,0
51,60114.70864945598,2.197553950406858,11.779734428338049,64.74059179000888,5,10,6706.620862425323,12,RENT,BUSINESS,0
64,48265.977277035825,2.8458061504979275,68.20024861511074,43.06255172357015,4,5,29776.646937476416,12,MORTGAGE,PERSONAL,0
25,75152.3811271872,1.5097792855751246,39.94706214469007,18.096947215073637,10,11,14578.028607992252,12,RENT,DEBT_CONSOLIDATION,0
57,58121.12244856162,0.9474999224453522,36.39126514000966,38.00480612472379,10,10,32757.67251791168,60,RENT,DEBT_CONSOLIDATION,0
66,45301.51456958051,0.7478827517894121,9.772973370367904,51.0470466947251,1,9,37407.46755379012,36,RENT,EDUCATION,0
61,32129.698149614396,2.281556135545969,21.767197593572345,30.94220259975996,2,14,43429.072506521814,60,MORTGAGE,EDUCATION,0
36,65957.01402764278,3.4005792968768183,9.851325697445347,23.489242526455108,4,6,5311.438201382025,24,RENT,HOME_IMPROVEMENT,0
59,12531.173920907662,0.3252342656974926,41.53868041212089,61.780871409399516,7,10,26192.309419995265,60,RENT,EDUCATION,0
58,62917.80840551785,14.63645326500756,19.953488736653693,53.09154542071512,10,6,22366.494363210255,48,OWN,PERSONAL,0
54,28019.104968902546,7.2460285884031705,29.026146419141124,61.50161505979263,1,7,18398.07596074963,24,OWN,DEBT_CONSOLIDATION,0
23,75045.6732391328,6.562465110453739,38.57252274140626,49.21583507630008,9,7,56913.997012503285,24,RENT,HOME_IMPROVEMENT,0
69,53225.990853253905,0.9489097320579982,31.862793820789292,79.9894216344771,2,8,15822.78832239702,48,OWN,PERSONAL,0
43,62882.47535700217,4.6291904158263595,33.30453866646682,43.04356698018731,3,5,17605.69533351178,60,MORTGAGE,DEBT_CONSOLIDATION,0
51,51639.77627649439,3.7721876794809535,14.625334488391525,64.053487048061,0,12,17257.078203935405,60,OWN,DEBT_CONSOLIDATION,0
62,14952.458097180068,20.218878700213622,38.2800104724347,45.82139957300296,7,3,11268.419268345633,60,RENT,EDUCATION,0
23,32785.41673209323,6.885122696528322,7.699853124088624,44.197490813540384,4,11,34297.65954902846,12,MORTGAGE,HOME_IMPROVEMENT,0
54,63447.78675222765,4.287301931883761,23.377794708476905,39.20226463605855,1,8,49928.78387836323,60,MORTGAGE,HOME_IMPROVEMENT,0
50,53333.11634719688,9.512762453643429,5.791958108106647,40.84097399023807,9,11,24379.499278779273,48,RENT,BUSINESS,0
39,73619.79810611345,0.842651104986814,41.75264534361515,69.49155233136239,11,8,1000.0,24,RENT,EDUCATION,0
38,58065.49126074344,0.07666744536502446,28.713469538748814,42.309981293782116,3,10,26021.672825895454,60,MORTGAGE,PERSONAL,0
23,30665.962185946806,5.859679766745266,40.16818338388644,68.85472729664819,9,9,14598.522171685305,36,MORTGAGE,DEBT_CONSOLIDATION,0
23,34078.71724558732,0.5174305907348544,32.03413055105264,49.72744315388666,10,10,1000.0,36,OWN,DEBT_CONSOLIDATION,0
65,52058.347810464744,0.6132887136991053,19.241129819512594,48.486394420750976,10,7,16603.750473856864,36,MORTGAGE,EDUCATION,0
21,10000.0,6.826202318757943,12.13722675654862,36.91801270341708,4,6,56736.45377339791,60,MORTGAGE,BUSINESS,0
47,83468.8377124597,1.5772183828289734,59.379875298899854,83.8074235798453,0,6,44871.35154255621,48,OWN,PERSONAL,0
28,58834.934727551146,4.952798409886525,58.8483913153031,25.407613411960284,3,9,17800.57343654941,36,MORTGAGE,BUSINESS,0
47,74540.69194097744,12.469147264863468,64.52053858345957,62.37662787904803,1,12,29509.85940753171,48,RENT,HOME_IMPROVEMENT,0
48,18387.92118381662,1.9024568091334115,5.994021336491581,24.855341042570192,5,11,34211.48319759095,12,OWN,EDUCATION,0
41,74891.30320710511,1.224033547855591,32.719860448581336,37.47546773135147,6,7,26971.694010500312,36,MORTGAGE,HOME_IMPROVEMENT,0
26,94629.97822055497,0.5633966298819713,43.570819124862055,33.432722952976725,7,8,5957.289526593904,48,MORTGAGE,DEBT_CONSOLIDATION,0
20,23582.43289245365,0.6989682925539752,11.705771042421459,46.71855953839354,5,7,26577.868042397233,60,MORTGAGE,EDUCATION,0
68,65428.03589807533,0.3212138663968978,31.52433583318881,62.22716039926324,12,15,25293.51460092275,12,RENT,PERSONAL,0
48,50022.19889374587,0.45861618646960917,27.018455923181588,36.122519829775065,4,7,1000.0,24,MORTGAGE,HOME_IMPROVEMENT,0
57,19111.323035035115,2.8282096959148784,18.85290903213924,34.49397414962128,8,5,27355.67882350351,48,OWN,DEBT_CONSOLIDATION,0
54,59857.6794370374,1.9346770784258494,5.294708866570811,86.50764907346631,11,5,37778.82011938179,60,OWN,BUSINESS,0
53,66672.06409674697,6.130424325049464,43.70713580789457,57.30575569661479,2,7,38017.46346329126,24,MORTGAGE,EDUCATION,0
41,37977.46894662306,10.21040734017742,26.584440387538223,26.517834537016522,2,6,33723.76139981192,36,MORTGAGE,BUSINESS,0
48,73318.33040510445,7.680314688663703,63.80003527002015,31.584828848025285,3,8,18976.545169090332,12,OWN,HOME_IMPROVEMENT,1
23,16664.731864216046,3.781896847705454,37.30571627059251,58.05095894947614,4,12,1000.0,12,OWN,DEBT_CONSOLIDATION,0
19,20104.87707100712,0.540388331255418,44.38001078050801,44.08168143841421,4,5,8813.262793669946,24,RENT,PERSONAL,0
37,52731.947911775045,6.185361043203972,21.37717888965347,45.74882353716098,4,6,18166.659924561118,60,RENT,BUSINESS,0
45,50507.705559445436,2.2535839078569455,38.09340654388347,79.62166022848889,9,5,37567.98252653511,60,RENT,PERSONAL,0
28,35668.5302315179,0.44771139738138066,44.88337824602029,92.21535523331342,7,9,18644.821311979395,36,RENT,EDUCATION,1
21,66191.88871943772,9.24058277960059,9.178229042960554,44.51407703769993,10,8,17321.51869805465,12,MORTGAGE,DEBT_CONSOLIDATION,0
32,60617.886284318985,2.0640842088649864,13.86931558085507,60.58390631577849,9,9,34279.33128185853,48,OWN,PERSONAL,0
23,67162.78141868032,1.2310939460795383,32.02875143259757,74.81536034019217,0,7,17338.809591557634,12,RENT,DEBT_CONSOLIDATION,0
66,47537.27129295465,10.257267031112885,48.156944302448785,28.475995445811485,5,13,20616.030966559087,48,RENT,BUSINESS,0
47,62051.60535956682,11.620773693537913,59.671724955652785,18.93617774021067,2,6,1017.3490799028514,24,OWN,BUSINESS,0
55,41086.99393940011,2.0697866043879665,14.017554219581266,29.593168980016532,3,8,12415.765403982423,12,OWN,DEBT_CONSOLIDATION,0
68,91076.37380173191,2.1909856624382313,12.725729956061196,89.80123353087556,4,8,24492.52719268515,12,MORTGAGE,PERSONAL,0
19,33749.084597560286,4.33308250235987,38.16841660676501,36.43671069138203,8,7,44662.43780379421,12,OWN,HOME_IMPROVEMENT,0
